rank,term,pval,zscore,combined_score,genes,adj_pval,old_pval,old_adj_pval,group
11,cGMP-PKG signaling pathway,0.0010348095566828847,3.069011105235325,21.09496406265246,"['AKT3', 'CNGA1', 'ITPR2', 'ATP2A2', 'ATP1A2', 'ATP2B2', 'ATP1B2', 'ADCY1', 'ATP2B1', 'CALM1', 'ADRA2A', 'ADCY5']",0.022295442266713063,0,0,upregulated
12,Morphine addiction,0.001997670561670906,3.80389852091292,23.6441716092828,"['GABRB3', 'GABBR2', 'GNG3', 'GNG2', 'GNB3', 'ADCY1', 'GNB5', 'ADCY5']",0.0366543491150431,0,0,upregulated
13,Endocrine and other factor-regulated calcium reabsorption,0.002010576111795613,5.027047980015505,31.214619817249332,"['DNM3', 'KL', 'ATP1A2', 'ATP2B2', 'ATP1B2', 'ATP2B1']",0.0366543491150431,0,0,upregulated
14,Salivary secretion,0.0022926874605645707,3.7140124342419893,22.573881171877243,"['ITPR2', 'ATP1A2', 'ATP2B2', 'ATP1B2', 'ADCY1', 'ATP2B1', 'CALM1', 'ADCY5']",0.037317165786041925,0,0,upregulated
15,Apelin signaling pathway,0.0023618459358254384,3.1131287160533505,18.829173115498445,"['GNG3', 'GNG2', 'AKT3', 'APLNR', 'ITPR2', 'GNB3', 'GNB5', 'ADCY1', 'CALM1', 'ADCY5']",0.037317165786041925,0,0,upregulated
16,Dilated cardiomyopathy,0.002798108596146622,3.5868440502586845,21.0863803793162,"['CACNG8', 'ITGA4', 'CACNA2D1', 'CACNA2D3', 'ATP2A2', 'CACNA2D4', 'ADCY1', 'ADCY5']",0.03848432956465435,0,0,upregulated
17,Gastric acid secretion,0.0028931758269408574,3.998500749625187,23.372838193754298,"['ITPR2', 'ATP1A2', 'ATP1B2', 'ADCY1', 'CALM1', 'CAMK2G', 'ADCY5']",0.03848432956465435,0,0,upregulated
18,Glutathione metabolism,0.002922860473264887,4.63181709930936,27.027544529318195,"['GSTM4', 'GSTM2', 'GCLC', 'GSTM1', 'IDH1', 'GSTT2']",0.03848432956465435,0,0,upregulated
19,Arrhythmogenic right ventricular cardiomyopathy,0.003115523911358854,3.9411764705882355,22.74594015999189,"['CACNG8', 'CDH2', 'ITGA4', 'CACNA2D1', 'CACNA2D3', 'ATP2A2', 'CACNA2D4']",0.03886206142063413,0,0,upregulated
20,Pancreatic secretion,0.00406660453159788,3.3568586749697285,18.47932874020858,"['ITPR2', 'ATP2A2', 'ATP1A2', 'ATP2B2', 'ATP1B2', 'ADCY1', 'ATP2B1', 'ADCY5']",0.048189263699434874,0,0,upregulated
21,Oxytocin signaling pathway,0.005442414850285614,2.743197278911565,14.301747921477006,"['CACNG8', 'CACNA2D1', 'CACNA2D3', 'ITPR2', 'CACNA2D4', 'ADCY1', 'CALM1', 'CAMK2G', 'CAMK1G', 'ADCY5']",0.060654780189764584,0,0,upregulated
22,Cortisol synthesis and secretion,0.005630401536602619,4.002127221574144,20.729316176601355,"['CYP11A1', 'ITPR2', 'KCNA4', 'ADCY1', 'KCNK3', 'ADCY5']",0.060654780189764584,0,0,upregulated
23,Cardiac muscle contraction,0.006123090843767418,3.4467545638945234,17.563586801207208,"['CACNG8', 'CACNA2D1', 'CACNA2D3', 'ATP2A2', 'ATP1A2', 'ATP1B2', 'CACNA2D4']",0.06309445782490775,0,0,upregulated
24,Sphingolipid metabolism,0.0073850048718756625,4.466483011937558,21.922855108220585,"['GALC', 'GAL3ST1', 'CERS6', 'ACER3', 'B4GALT6']",0.07128388870340388,0,0,upregulated
25,Amphetamine addiction,0.007519397542553151,3.7472527472527473,18.325074912789997,"['GRIA2', 'GRIN2A', 'CALM1', 'CAMK2G', 'ADCY5', 'GRIA4']",0.07128388870340388,0,0,upregulated
