gene,log2FC,padj
ACOT13,-0.705689126984125,0.008770050454227194
ACOT4,0.05478071428571463,0.7918762725507394
ACOT7,0.5597610714285741,0.08317349811669514
ACOT8,0.3788926984126997,0.01198800679315602
ACOT9,-0.42996000000000034,0.026791648596614988
ACOX1,-0.4917321164021171,0.001492372096180759
ACOX2,0.30106682539682517,0.6167890690400565
ACOX3,-0.33294218253968255,0.005188299069543214
ACP1,-0.03170331349206368,0.8020964188114565
ACP2,0.5547226984126983,0.009429470784575705
ACP6,0.7849111111111098,0.003817429056686654
ACPT,0.009176428571428863,0.8192097505666542
ACRBP,0.2863958730158722,0.00886017422126907
ACRC,-2.0099128571428575,5.950762805140071e-06
ACRV1,0.10198360317460287,0.07146462055580174
ACSF2,0.6611562698412694,0.047432447869193144
ACSF3,-0.06511865079365142,0.2546957568278655
ACSL1,-1.2264938095238085,0.0002711930772141092
ACSL3,0.6771949206349213,0.00063068223318602
ACSL4,0.4570523280423284,0.19360967335583706
ACSL5,-0.24552452380952383,0.13139641013605577
ACSL6,1.0327138095238082,1.0959351593677895e-06
ACSM2A,0.1406476190476189,0.029621834893363598
ACSM2A /// ACSM2B,0.11326468253968258,0.011558749126102637
ACSM2B,0.10575682539682552,0.013782953792709838
ACSM3,0.12159507936507907,0.35224268419716265
ACSM5,0.23142849206349192,0.017479135225688072
ACSS1,-0.8561261904761905,6.65226261600693e-05
ACSS2,-0.10006809523809501,0.3505278062737021
ACSS3,-3.900248571428571,3.894180568507792e-11
ACTA2,0.39513888888888893,0.24693390506457194
ACTA2-AS1,0.03338785714285697,0.23158814014881937
ACTB,-0.19334907407407265,0.11463762844019341
ACTB /// ACTG1,0.008943386243386087,0.9254779157164909
ACTC1,0.2401296031746023,0.417723012874574
ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B,-0.026764285714286906,0.9281741240049649
ACTG1P4 /// AMY2B /// RNPC3,0.2331088095238112,0.22531545428726718
ACTG2,0.03474960317460285,0.7453844604321371
ACTL6A,0.3908338095238104,0.12830804904001994
ACTL6B,1.3927079761904748,8.622543568748956e-06
ACTL9,0.03342682539682573,0.18542171535501173
ACTN1,0.4145265343915341,0.2085148748657742
ACTN2,0.20478873015873056,0.6043637731645817
ACTN4,-0.5051842857142841,0.018311223318830335
ACTR10,0.5585952380952346,0.0004295111180734373
ACTR1A,0.3957260714285713,0.0043837740108332145
ACTR1B,0.5812984126984144,0.0006441372195326655
ACTR2,0.30608546296296346,0.10362577126335633
ACTR3,0.42590626984127056,0.0001761223921978127
ACTR3B,-0.9035558333333329,6.73283968585648e-05
ACTR3BP2,0.058171507936507716,0.2783459474868453
ACTR3BP2 /// ACTR3BP5,-0.03515896825396769,0.5450452699964895
ACTR3C,-0.5683769047619052,0.023183178082634325
