gene,log2FC,padj
CD248,0.2161648412698418,0.27232252047202693
CD27,0.08249650793650742,0.17434844635179017
CD274,-0.0007372222222228331,0.9980993430137183
CD276,0.6408749206349196,4.76983887077552e-06
CD28,0.10771023809523816,0.04149919056473365
CD2AP,-0.08175551587301655,0.2882741147085728
CD2BP2,-0.21616210317460371,0.21999209717398985
CD300A,-0.37146182539682515,0.16480414698805806
CD300LG,-0.016168730158730327,0.8260782811980858
CD302 /// LY75 /// LY75-CD302,-0.8815844444444441,0.012214083663124068
CD320,0.6562223015873014,0.02803048211933571
CD34,0.17656341269841258,0.4197291046048082
CD36,-0.04215161375661358,0.86956306440962
CD37,-0.12202873015873017,0.13357531268005624
CD38,-0.5639367460317466,0.00014827171657595241
CD3D,-0.07827341269841259,0.2556387635390787
CD3EAP,-0.13234230158730131,0.5755899810109072
CD4,-0.3176311904761904,0.05587894054339846
CD40,0.35381418650793695,0.1223272652092078
CD44,-1.3438537213403885,0.004661259689224869
CD46,0.6756491798941795,0.012001040221146982
CD47,0.14795082766439815,0.390028616527347
CD48,-0.9808080158730159,0.005660370314123398
CD52,2.0840901190476186,0.011260359046086828
CD53,-0.24158071428571493,0.3460155002521121
CD55,-0.4531432539682534,0.04435340751072434
CD58,-1.4150506746031741,0.00020627102775529996
CD59,0.05131582539682533,0.7335352962424153
CD5L,0.06873492063492037,0.18321397953486185
CD6,-0.041726984126983835,0.6501957116828084
CD63,-0.5722841269841243,0.00013987530573569685
CD69,-1.622413571428571,0.0005951459248599792
CD7,0.13295746031746014,0.015572109949122307
CD72,-0.8529880952380955,0.00643602213646905
CD74,-0.7345392857142867,0.1106934172385464
CD79A,-0.041892936507936795,0.4631297174748359
CD79B,-5.797299047619046,1.4529958509991691e-12
CD80,0.02333361111111154,0.5802190177810125
CD81,-0.390776984126985,2.967106721438501e-05
CD81-AS1,0.09726341269841265,0.07193170041417586
CD82,0.03477836507936516,0.9620346075679269
CD83,2.303696984126981,9.057315097139689e-07
CD84,0.4975237301587301,0.05950048202498334
CD86,0.3701705952380956,0.1070820900703148
CD8A,-0.012596190476190205,0.9639947309644199
CD8B /// LOC100996919,-0.8145690476190475,8.951637917484156e-05
CD9,-0.10582309523809919,0.8476698020894365
CD93,-0.279196984126985,0.3284887942089267
CD97,-0.6089259523809525,0.01690542917955706
CD99,-3.1125228174603157,2.3850574739070365e-05
CD99L2,0.35334863095238145,0.0009513247432696496
CD99P1,-1.3264742857142844,0.0003553791499546884
CDADC1,-0.04330107142857198,0.8377736064738032
CDAN1,0.6244606349206343,0.0012856473757176595
CDC123,0.5922047619047603,1.8273623119240928e-05
CDC14A,-0.1257561706349204,0.22304327946862829
CDC14B,-0.6011170634920635,0.008381914821547726
CDC16,0.4067063756613756,0.004193685536174369
CDC23,0.2990925793650776,0.08607388651241968
CDC25A,0.48789714285714325,0.0008205203287819913
CDC25B,-1.279408412698415,3.452100606976252e-05
CDC26,-0.0017346825396842291,0.9905396442374357
CDC27,0.6033042063492067,9.24594604145292e-06
CDC34,-0.8476184920634928,0.0005168434817919782
CDC37,0.11633293650793775,0.425427788625956
CDC37L1,-0.42091457671957677,0.0003484407717403999
CDC40,0.4369797222222225,0.0009658355653273074
CDC42,0.33369523809523827,0.023467055664447123
CDC42-IT1,-0.23200285714285673,0.2984473943565301
CDC42BPA,0.587254333333334,0.003187792411897375
CDC42BPB,-0.10881079365079405,0.5928436740687496
CDC42EP3,0.9472662500000011,0.002900860968370263
CDC42EP4,-1.3541059920634915,0.003015277438515339
CDC42EP5,-1.0116869047619046,0.0033552163091014977
CDC42SE1,-0.36596809523809437,0.0039623732651176335
CDC42SE2,-1.1610115608465623,0.0033517546786124806
CDC5L,0.4399040740740743,0.00010742070017769012
CDC6,0.08193908730158794,0.13800993410464849
CDC7,-0.7640184920634905,0.022124254189105633
CDC73,0.5103672486772464,4.972831241336607e-05
CDCA2,0.08465698412698508,0.1640168818091313
CDCA3,0.09395357142857197,0.4814175994648772
CDCA4,0.38243142857142853,0.07044727446259925
CDCA5,0.194279444444444,0.16923423690536135
CDCA7,0.19428095238095278,0.030764364772983055
CDCA7L,0.007101984126984373,0.9865254217667118
CDCP1,-0.04706075396825371,0.8650533604877417
CDH1,0.11748238095238062,0.6156931768125928
CDH10,3.0933135714285713,1.3439244901741563e-09
CDH11,-1.6838681150793655,4.302257793078096e-06
CDH12,-0.7058152380952372,0.5755899810109072
CDH15,-0.023055317460317415,0.37826777537709894
CDH18,1.5025999999999975,0.0002593076165361315
CDH19,-0.09645333333333328,0.37340028579165935
CDH2,1.5204243253968261,6.643650049981102e-08
CDH22,0.19576904761904723,0.04138880301707258
CDH24,0.1802759523809523,0.006573453357274363
CDH26,-0.10949478835978876,0.15837254253904157
CDH3,0.9437633333333331,0.18617886976141806
CDH4,0.1514199999999999,0.16601589425886956
CDH5,-0.3077117460317451,0.4039633309026096
CDH6,-0.01688599206349206,0.9019930320921585
CDH8,3.9585460714285716,8.239633236953267e-07
CDH9,0.34389611111111096,0.0517038011613737
CDHR1,0.837265420634921,0.07636141792401703
CDHR2,0.028652142857143126,0.6465883491622777
CDHR3,0.484159285714286,0.0026719845225202945
CDIP1,-0.864873888888888,5.561430348731507e-05
CDIPT,0.8702571428571435,1.0741734376149325e-07
CDK1,-0.8580270105820107,0.07858437667906873
CDK10,-0.045797645502644535,0.8205171260120591
CDK11A /// CDK11B,-0.1867973492063486,0.15208277271937537
CDK12,0.04389322420635011,0.5868119079128931
CDK13,0.24597657407407336,0.011717657981777289
CDK14,0.6176074867724868,0.0007017753406818175
CDK16,0.4271183068783069,0.004283810476937288
CDK17,0.8621276190476186,0.0027232387967394
CDK18,3.933152460317461,7.8064550772471e-07
CDK19,0.3972105555555565,0.01473105585168534
CDK2,-0.5277806349206342,0.004760543619672282
CDK20,0.1653729365079375,0.16348205903897312
CDK2AP1,-0.3438738095238101,0.03940616983966867
CDK2AP2,-2.1578843650793633,2.1565405036542015e-08
CDK3 /// TEN1-CDK3,-1.3140420634920629,7.896975428094244e-06
CDK4,0.06122531746031612,0.5625277224908428
CDK5,0.046570873015873815,0.8376796963655097
CDK5R1,1.1641802380952386,0.001935126445119552
CDK5R2,-0.20701293650793495,0.22078699151530887
CDK5RAP1,0.620905476190476,5.260224338970133e-05
CDK5RAP2,0.2911368253968254,0.21340572266254446
CDK5RAP3,-0.2856698412698382,0.031370933172141874
CDK6,0.08756682539682537,0.8427492025646361
CDK7,-0.19217055555555618,0.1488618159244908
CDK8,1.3137515079365079,3.8944251712480506e-07
CDK9,0.17917952380952418,0.16383248641047618
CDKAL1,0.3492574603174612,0.03271272231345224
CDKL1,0.2668280952380955,0.014132814941133784
CDKL2,0.268879444444444,0.2929673999340574
CDKL3,0.22728025793650808,0.07212365613037737
CDKN1A,-4.402065317460316,7.092481752692323e-07
CDKN1B,0.38531269841269733,0.01302378020927762
CDKN1C,-1.8871563888888883,0.00010419602663848978
CDKN2A,-3.512420555555557,4.548926583428889e-08
CDKN2AIP,0.16408341269841475,0.36864082651053437
CDKN2AIPNL,0.6685707142857158,0.00048109917359094736
CDKN2B,-3.875370476190475,3.942607129089059e-10
CDKN2C,-0.9818832936507933,0.0002486349195354823
CDKN2D,0.11212976190476187,0.5841951827739937
CDKN3,0.15756710317460243,0.6286480533292866
CDNF,0.38710412698412755,0.01454552044642771
CDO1,-0.3761285317460299,0.014676744068625264
CDON,-0.7171400793650786,0.034611766084044586
CDPF1,0.26391809523809506,0.06515578215783516
CDR1,0.6113091269841262,0.08978091702927837
CDR2 /// LOC101060399,-1.0271406349206327,2.7563256511611577e-05
CDR2L,-0.4777880952380955,0.12732757527203142
CDRT1,0.18082857142857112,0.10937026132046133
CDRT1 /// FBXW10 /// LOC100996906,-0.019472063492063096,0.6148492763749253
CDRT4 /// TVP23C /// TVP23C-CDRT4,0.3268809523809546,0.012873007270738196
CDS1,0.8428255026455016,1.886470077775724e-05
CDS2,0.09758061904761917,0.330943934544753
CDT1,0.06537146825396878,0.737404998439564
CDV3,-0.6936932275132275,5.134881374806557e-05
CDYL,0.06621900793650681,0.804963526219445
CDYL2,0.6147536111111109,0.04592579823217839
CEACAM1,-0.6448967301587301,0.0015543812204823284
CEACAM4,0.04835857142857192,0.21080292124210628
CEACAM5,0.06428198412698416,0.2992834044548975
CEACAM6,-0.3604856349206349,0.0794758837046602
CEBPA,-0.7461615079365078,0.0032807104716091632
CEBPA-AS1,0.4221202380952378,0.05593315211905806
CEBPB,-2.116338730158727,8.198817194231216e-07
CEBPD,-3.968669484126985,5.692190800992888e-12
CEBPE,-0.060389682539682354,0.17651077187409622
CEBPG,-0.7593711904761902,4.9789272999372166e-05
CEBPZ,-0.116826984126984,0.18837710415793815
CEBPZOS,0.5703586507936516,0.008941438649057443
CECR1,-0.37520174603174716,0.684127830689996
CECR2,-2.47977361111111,5.637736855390596e-06
CECR3,0.05445499999999992,0.05454554386215603
CECR5,-0.13745230158730148,0.31270913365865355
CECR6,-0.052621269841269136,0.841020809806342
CECR9,-0.0041134126984125885,0.9438741207130783
CEL,-8.638185912698415,9.318718648581402e-14
CELF1,-0.146902526455027,0.14302733533113024
CELF2,-1.900740498866213,1.0080202208218795e-05
CELF3,0.12849289682539666,0.322550811132923
CELF4,-0.998025568783067,0.0002309555590237294
CELF5,0.4305207671957674,0.029801301534293962
CELF6,-0.5420836507936517,0.0010114136462626296
CELP,-8.244940841269841,9.318718648581402e-14
CELSR1,-3.0283071428571424,1.2880077005741693e-06
CELSR2,1.4001115873015877,6.07572202044298e-07
CELSR3,0.17662825396825355,0.30419790211772424
CEMIP,-1.501814365079365,0.040658313478472416
CEND1,1.1825980952380952,8.935200996425455e-06
CENPA,0.07323000000000013,0.04835992764989265
CENPA /// SLC35F6,0.14693396825396876,0.3323488342719959
CENPB,-0.2942825396825395,0.18402149465750725
CENPBD1,-0.1138324603174592,0.5856834979946043
CENPBD1P1,-0.1294186243386255,0.5095416992396463
CENPBD1P1 /// RPL23AP7,0.011662380952381923,0.9613407628764632
CENPC,0.22408730158730172,0.24370311586627835
CENPE,0.23804507936507902,0.37507478441732967
CENPF,0.3495210714285717,0.03225325581013708
CENPH,0.5352797619047616,0.010622353458826141
CENPI,0.2121374603174604,0.018834376558527637
CENPJ,0.361889285714287,0.008264582107392336
CENPK,0.8416260317460318,0.005563968507206156
CENPL,0.16109972222222302,0.10618494682336824
CENPN,0.3119013492063498,0.12999894170576334
CENPO,0.28306007936508015,0.010197277686037329
CENPP /// LOC100128361,0.09263341269841296,0.08654066950955751
CENPQ,0.6905912698412706,0.001653776845813211
CENPT,-0.17155492063492073,0.47767664081574684
CENPU,0.9016630952380962,0.0005327429190540864
CENPV,0.4874642063492054,0.00017293990006165327
CENPVP1 /// CENPVP2,0.5145427777777773,0.08455647452486133
CENPW,1.2876261904761916,0.0011757145635123178
CEP104,-0.3175484126984136,0.013838229011010813
CEP112,-0.13825376984126958,0.0663635344624955
CEP120,0.889495912698413,7.774069461645883e-05
CEP128,0.12441079365079322,0.3141981129059474
CEP131,-0.15800539682539716,0.009513523458347184
CEP135,0.585825634920635,0.00017545016442122705
CEP152,0.3300511111111102,0.00013200291426343033
CEP162,0.3222869841269844,0.0441630382095698
CEP164,-0.7211086243386235,2.64606357023414e-05
CEP170 /// CEP170P1,0.4636582539682541,0.0013005669145522523
CEP170B,-0.34180595238095357,0.013409734618996272
CEP19,-0.8470245238095231,0.0025169939592273997
CEP192,1.5677451587301592,5.896742977609196e-06
CEP250,0.01974138888888799,0.8781077220161336
CEP290,0.08015948412698215,0.6640177116621936
CEP350,-0.3577405158730169,0.018030996608125183
CEP41,0.7835610582010579,0.0002538943276618893
CEP44,0.2691677777777768,0.0029282643943807267
CEP55,-0.40269968253968225,0.05625630196501648
CEP57,0.3165131587301593,0.0008774667262313794
CEP57L1,0.4738130357142851,0.00035315657711424884
CEP63,0.37070010582010404,0.0026384586703498475
CEP68,0.16671303174603214,0.28935909072286453
CEP70,0.07402526984127,0.4908779849462323
CEP72,-0.0030478571428567136,0.9893204515504034
CEP76,-0.28590202380952334,0.12973116044522018
CEP78,0.41691899470899596,0.0007039732856826966
CEP83,0.6250802777777782,0.007301599505067421
CEP85,1.064367738095238,6.1392119641439696e-06
CEP85L,1.538417261904761,2.3065041225278114e-06
CEP89,-0.034902634920634945,0.526002541991781
CEP95,-0.11552216269841331,0.14748959854604365
CEP97,0.4979463227513232,0.002178164750942857
CEPT1,0.21887087301587194,0.14848108605788832
CERCAM,-0.554887142857142,0.10399528288838857
CERK,-1.4258130952380945,2.671016800732138e-05
CERS1 /// GDF1,0.4670101984126984,0.09884339658471196
CERS2,-0.007726984126986025,0.9677218758720413
CERS3,-0.1457409523809523,0.21696850386750677
CERS4,-0.13150793650793613,0.579842837204435
CERS5,0.2780096825396825,0.04102257127856668
CERS6,2.281431190476189,6.454667466326761e-10
CES1 /// LOC100653057,-2.095615396825398,0.0003845102115575351
CES2,0.24049161375661487,0.08504862573627986
CES4A,-0.6397463492063498,0.04489536059551333
CETN2,0.47175238095238115,0.00018177375039829234
CETN3,0.02275634920635028,0.8758374526634997
CFB,-3.5145533333333323,3.858514122393092e-09
CFC1,0.38344666666666694,0.06827697224745552
CFC1 /// CFC1B,0.6005426190476175,0.008465463270068035
CFC1B,0.06286238095238073,0.5360668457486631
CFD,-0.47016817460317495,0.0012791267657787358
CFDP1,-0.07814369047618897,0.713456568522848
CFDP1 /// LOC101928178,0.053461031746032006,0.41820400102600425
CFH,-1.8927261904761905,0.0006447603718060669
CFH /// CFHR1,-2.3247696031746026,4.156879886483622e-06
CFHR2,0.004156111111110583,0.9639315904476742
CFHR3,0.10223507936507925,0.17504635147943126
CFI,-2.9808287460317464,1.6610614759161476e-07
CFL1,0.3065849206349185,0.001040794096082973
CFL2,0.3884860582010585,0.024622823813501886
CFLAR,-0.811738953823955,7.571249218365662e-07
CFLAR /// LOC102724614,0.0016212698412694238,0.9864303737160952
CFLAR-AS1,0.04192357142857128,0.301790501224379
CFTR,0.4459261375661381,0.005302411281812641
CGA,-4.168366349206349,4.835517661916435e-06
CGB /// CGB1 /// CGB5 /// CGB7 /// CGB8,-1.63282746031746,0.002545048213664686
CGB1 /// LHB,-4.198234126984127,0.00018704569902356464
CGGBP1,0.07607230158730083,0.5976930420004124
CGN,-1.6193321031746035,5.368320760660329e-05
CGNL1 /// LOC101930344 /// LOC101930349,-1.8338420238095234,1.8719384584487244e-08
CGRRF1,0.5052814285714291,0.0023946496303581576
CH25H,-2.0204678571428585,0.0006166193549697875
CHAC1,-0.10881944444444436,0.7346372839012677
CHAC2,0.27124920634920713,0.22711722019252087
CHAD,0.25138111111111106,0.149905817163192
CHADL,0.02084952380952343,0.726519571017337
CHAF1A,0.033171322751322396,0.726519571017337
CHAF1B,0.5329114285714289,0.01174171723745114
CHAMP1,0.392875873015873,0.0037206628957551606
CHCHD1,0.08972849206349309,0.5543445685763031
CHCHD10,-0.23760071428571727,0.1802630891290983
CHCHD2,0.09326111111110968,0.4268284918067051
CHCHD3,0.5970693253968262,1.975533298933013e-05
CHCHD4,0.333729365079364,0.006156606393247405
CHCHD5,0.0627782539682542,0.5778136925570287
CHCHD6,1.8259477777777766,9.738326190296926e-08
CHCHD7,0.48381757936507874,0.017374285509012297
CHD1,-0.1997028968253982,0.19053614921077217
CHD1L,0.6545926984126975,3.463487155231713e-05
CHD2,-0.10534191798941794,0.4074239447923807
CHD3,-0.0010582936507921303,0.9954942919393749
CHD4,0.008870952380951813,0.9609994943680903
CHD5,-1.2914705158730166,8.420194772395804e-06
CHD6,0.7414967658730163,7.447055997637154e-06
CHD7,-0.2846863227513232,0.18493346258776164
CHD8,-0.061989365079366365,0.7085135600180048
CHD9,0.3365313605442166,0.00903570557329811
CHDC2,-0.00598325396825361,0.9438626762644203
CHDH,-1.9169454365079353,3.87045125644817e-11
CHEK1,-0.039973214285713876,0.7287985632793588
CHERP,0.23194396825396701,0.05589783441848535
CHFR,0.3598864285714285,0.0023323955087760683
CHGA,1.1708126984126945,0.0207076527006549
CHGB,-0.2259634920634923,0.08607388651241968
CHI3L1,-6.513175952380951,1.670333995226425e-05
CHI3L2,-0.569587222222222,0.2258542355451507
CHIA,-1.0053109523809516,0.0014342968729121107
CHIC1,0.07741097883597892,0.3092297528631395
CHIC2,-0.26701476190476114,0.1471854438718825
CHID1,0.974461349206349,6.69632662521682e-08
CHKA,-0.37397956349206307,0.2564104426577053
CHKB,0.15794476190476203,0.4666510689940982
CHKB-AS1,0.2662506746031754,0.030129171142219444
CHKB-CPT1B /// CPT1B,-0.7704809523809528,0.018977925013674478
CHL1,-2.324147619047619,0.0010634173555595366
CHL1-AS2 /// CHL1-AS2,-0.2878488095238092,0.4986256140130983
CHM,0.4232332804232817,0.0069034011553000384
CHML,-0.4045387037037047,0.07357938448423608
CHMP1A,0.024089523809523783,0.9096511590838472
CHMP1B,0.23969091269841414,0.4086365107364356
CHMP2A,0.055808968253968416,0.7041116369344976
CHMP2B,-0.8581441534391541,1.0540901861619734e-05
CHMP3 /// RNF103 /// RNF103-CHMP3,-0.04293079365079144,0.779697672914752
CHMP3 /// RNF103-CHMP3,-0.007164325396825433,0.9503509175196634
CHMP4A /// TM9SF1,-0.22297388888888925,0.17378830817013552
CHMP4B,0.490378333333334,0.0006557311365132854
CHMP4C,-1.1312219841269844,0.004960994949537468
CHMP5,0.3915125793650791,0.012501150016637968
CHMP6,1.0213175396825398,0.001108540394812677
CHMP7,-0.2929136507936505,0.07448684873175519
CHN1,1.3883698412698404,0.00011745360331851972
CHN2,-0.9684347222222214,0.0020422151261265367
CHODL,-0.9292700793650792,0.0801356105289477
CHORDC1,-0.4435438888888905,0.010220042118516065
CHP1,-0.023116428571428926,0.8982698568278756
CHPF,-0.40985539682539773,0.0427715144586904
CHPF2,-1.1027587698412704,3.928484502712862e-07
CHPT1,-0.3600351851851835,0.04335244647848678
CHRAC1,0.4510853968253974,0.10922481312345955
CHRD,-0.012247063492063504,0.9314850379674661
CHRDL1,-3.6264584920634917,1.4328312063629947e-07
CHRFAM7A /// CHRNA7 /// LOC101929970 /// LOC101930361,0.15064809523809375,0.6756278973396874
CHRM3,-0.14760349206349144,0.39891919028490147
CHRNA1,-2.5517873809523817,5.236352134727785e-06
CHRNA10,0.06257611111111139,0.3462427126299879
CHRNA3,0.7313853174603175,0.2993853214425016
CHRNA5,0.7568019841269842,0.1946933231906057
CHRNB2,0.33823321428571385,0.003036259096523544
CHRNB3,-0.00341912698412683,0.9503636319291555
CHRNE,-0.5232344761904761,0.012443458387444421
CHRNG,0.03136785714285706,0.3309584359595901
CHST1,-1.6471117857142854,1.5898346461673396e-10
CHST10,-0.30546817460317577,0.1995773639008338
CHST11,1.7997012962962948,2.477963054683979e-06
CHST12,-0.19421027777777766,0.0763150317249455
CHST14,-0.06475206349206264,0.7656589651688495
CHST15,-2.548126746031744,3.081953155213936e-06
CHST2,-0.01160849206349468,0.9823470946157897
CHST3,-0.38379456349206365,0.3705454850133648
CHST4,2.7622245238095227,9.981083892234811e-08
CHST5,0.07175809523809473,0.2908465367181777
CHST7,-1.3497734920634938,0.00043819956701507954
CHST8,-0.07142420634920654,0.8409966772075098
CHST9,-0.3139773690476191,0.7279354543185785
CHSY1,-2.075377698412699,1.1584441879223332e-08
CHTF18,0.14308253968253926,0.19181738130490542
CHTF8,0.026646428571428515,0.8764696515243441
CHTOP,-0.026356058201056243,0.8674938872284442
CHUK,0.5925203968253969,0.0006081393029059737
CHURC1,0.5042153968253977,0.008030087514416282
CHURC1-FNTB /// FNTB,0.4175440476190486,0.028561664957898313
CIAO1,0.008147910052911378,0.9145605813135241
CIAPIN1,0.7018399470899466,2.1061197901922676e-08
CIART,2.345131825396824,2.9019616935379076e-06
CIB1,-0.5416197619047605,0.02002568264637084
CIB2,1.6522613492063503,0.0006435629257291588
CIC,-0.19453896825396821,0.2702668534213309
CIDEB,0.2548951587301591,0.4666142752195746
CIDEC,0.10945047619047621,0.027143982792375124
CIDECP,0.1439973809523818,0.1761950026786555
CILP,-0.604781071428572,0.17386089950440486
CINP,0.6487959259259259,1.1143175777581728e-05
CIPC,0.3734547619047621,0.032824778806424544
CIR1,0.04492698412698459,0.6833994397403722
CIRBP,0.8307333333333329,0.008448514801624262
CIRH1A,0.5704413492063498,0.0006606485338448622
CISD1,0.23516984126984042,0.15118055356978613
CISD2,1.056855634920634,3.478309868554754e-09
CISD3,0.10533158730158565,0.4796657801477818
CISH,-2.310405925925926,7.571806496288122e-10
CIT /// MIR1178,-0.614152698412699,0.06210080225001023
CITED1,0.5114595238095188,0.12673324847290918
CITED2,0.11894912698412696,0.8592210020719481
CIZ1,0.11470170634920684,0.46438045399988476
CKAP2,0.36274309523809745,0.0006166030170293006
CKAP2 /// DKFZp667J0810 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-36 /// IGLV1-36 /// IGLV1-44 /// IGLV1-50 /// IGLV1-50 /// IGLV@,-0.5119914285714287,0.09990028695260013
CKAP4,-0.25279333333333476,0.22233695780325052
CKAP5,0.9537914682539661,1.949413943373941e-08
CKB,-0.955712222222223,0.10595517326814852
CKLF,0.5020540476190476,0.000962987250364294
CKLF /// CKLF-CMTM1,0.7050930158730155,0.0019118100465669728
CKMT1A /// CKMT1B,1.1942765079365092,6.08127009905037e-06
CKMT2,0.5808509523809526,0.26763478158081466
CKMT2-AS1,-0.8285667460317443,0.004152916274077313
CKS1B,0.7083477777777771,0.00423506213122442
CKS2,-0.019750873015873083,0.9686036778901234
CLASP1,0.695783134920636,8.082280928977082e-06
CLASP2,1.2248268095238082,2.114118941878015e-06
CLASRP,-0.12836079365079556,0.44989214267397915
CLCA2,0.10199476190476187,0.04300527197191998
CLCC1,0.5959147089947088,8.11916725343905e-05
CLCF1,-0.4182353174603177,0.022555668801728025
CLCN2,-0.0014817460317457787,0.9837893990801544
CLCN3,0.4414377182539706,0.002139175203383169
CLCN4,0.7354214285714278,0.0012740219041316402
CLCN5,1.6081432698412694,8.78051935211224e-08
CLCN6,-0.11003547619047538,0.3608210231940688
CLCN7,-0.2197081746031735,0.005737756282156539
CLCNKA /// CLCNKB,3.46292246031746,3.554307443969441e-05
CLCNKB,2.3121710211640214,0.0009661138815636646
CLDN1,1.094094563492063,0.07990269637158379
CLDN10,-0.5488934920634918,0.10312457094025729
CLDN11,-2.46222841269841,1.731278832672673e-06
CLDN12,-0.4649784920634943,0.011162909716108267
CLDN12 /// LOC102723899,0.4534226190476187,0.004665370857592193
CLDN15,0.5664465873015878,0.0006652285115176363
CLDN18,-0.3447389682539681,0.07938341556305994
CLDN19,-0.00025388888888899785,0.9944118127133358
CLDN20,0.1100090476190485,0.2993902350399153
CLDN22 /// WWC2,-1.2975654761904765,2.1412658065544724e-06
CLDN23,-0.7139883333333334,0.003015277438515339
CLDN3,-1.9209126587301597,0.0001158252849135294
CLDN5,-0.3638681746031738,0.06560285246785902
CLDN7,-1.5981499206349206,0.03870193925201614
CLDN8,-0.23065642857142876,0.10194672691493534
CLDN9,1.5218300000000013,0.0015973655378261732
CLDND1,0.42241934523809554,0.00019144284280430156
CLEC10A,-0.3491021428571426,0.06333692247811372
CLEC11A,0.24224169312169241,0.3234960724169041
CLEC14A,-0.034381904761904725,0.8948107765762416
CLEC16A,-0.22959063492063603,0.03948359526285
CLEC18A /// CLEC18C,0.05822841269841339,0.6781818725286383
CLEC1A,-0.4329234920634919,0.1666140137215159
CLEC2B,-1.5932343650793648,0.0008974744374429947
CLEC2D,0.16862428571428678,0.10312137278994181
CLEC3B /// EXOSC7,-0.415526349206349,0.610242284604119
CLEC4A,0.30411309523809527,0.06851650623542788
CLEC4C,0.11432134920634951,0.12984627251484887
CLEC4D,0.09381246031746038,0.02310002704493514
CLEC4E,-0.28676186507936485,0.06311181828710763
CLEC4F,0.024160396825396724,0.5341499194674859
CLEC4M,0.17960968253968268,0.010774244141731646
CLEC7A,0.010283624338623731,0.9558326201689777
CLGN,-1.3146667460317456,1.1950837343841296e-05
CLHC1,0.36811873015873076,0.2077264346664731
CLIC1,-0.7993806349206363,0.00013052216325358743
CLIC2,-1.6141726190476193,7.310291675968124e-05
CLIC4,-0.7841463756613747,0.024686770846034982
CLIC5,-1.414395238095238,5.448380394788413e-05
CLIC6,-1.548892920634921,4.3819910024295796e-05
CLINT1,0.34668039682539575,0.025515993146536995
CLIP1,0.4049581746031734,0.0015867706185411588
CLIP2,-0.9530000000000021,0.0008066244641013587
CLIP3,1.4268180952380947,6.143733899148793e-06
CLIP4,-0.017622222222223982,0.9152864039098265
CLK1,-0.8896957936507945,9.373570947631991e-05
CLK2,-0.2066623809523822,0.22612639660195025
CLK3,-0.2120710714285714,0.017374285509012297
CLK4,0.5442194246031722,0.022657467155000655
CLMN,0.8381422817460322,0.0005850924393748945
CLMP,-0.9425649999999997,0.2421222291125506
CLN3,0.18773345238095196,0.14050276756454289
CLN5,0.14604256613756839,0.3413250434830949
CLN6,0.7214221587301592,2.6125141348158416e-05
CLN8,-0.21551812698412665,0.27785378172899583
CLNK,-0.6894025000000004,0.0036668810821693294
CLNS1A,1.0694111111111102,7.079115259022649e-05
CLOCK,0.4623586507936519,0.0019651686661608272
CLP1,-0.21064690476190417,0.3196341832218298
CLPB,0.12929337301587296,0.2127607680579541
CLPP,-0.10042492063492148,0.5682733124780465
CLPTM1,0.2657364285714312,0.009321260320179587
CLPTM1L,0.10936702380952035,0.08300306693053686
CLPX,0.3569549206349212,0.0031718688394565798
CLRN1,-0.047631507936507944,0.432102663300131
CLRN1-AS1,0.06543769841269897,0.08455135688493592
CLSPN,0.09705640211640221,0.09653666413041295
CLSTN1,0.6508896825396864,0.0005446955368565727
CLSTN2,0.5720054761904763,0.14703841638261864
CLSTN3,0.67098888888889,0.009196034019245963
CLTA,0.47655368253968255,0.0005680106084350841
CLTB,-0.13103711640211557,0.628651030615423
CLTC,0.1578574206349206,0.03415457314796672
CLTC-IT1,-0.9475338095238088,9.326230851815439e-05
CLTCL1,-2.155634444444444,7.923063722386784e-05
CLU,1.512240436507935,5.249565837727667e-05
CLUAP1,0.433608968253969,0.0019358196709447723
CLUH,-0.4061815079365081,0.19698080137436844
CLUHP3,-0.04996738095238129,0.737404998439564
CLUHP3 /// ZNF720,0.4791630952380945,0.01579921158481409
CLUL1,1.4770850000000006,0.0012814588584315065
CLVS2,-0.2626661904761902,0.04747288107476796
CLYBL,0.5122509259259256,0.0005224291895891665
CLYBL-AS1,0.07401857142857171,0.05180173574906069
CLYBL-AS2,0.06813722222222207,0.24545598638887647
CMAHP,-0.47195896825396755,0.09884252154855915
CMAS,0.3922098015872999,0.0006097026257897036
CMBL,-0.9903169444444462,0.00014018783516897234
CMC1,-0.08373484126983932,0.5822512511525019
CMC2,0.8975393650793659,1.9557220649245845e-06
CMC4,-0.3639979761904746,0.002748082104712881
CMIP,-0.3994319047619044,0.034439776451263546
CMIP /// LOC100129617,-4.261624682539681,1.4762120716213566e-09
CMKLR1,-0.013065793650793633,0.775851989482589
CMPK1,-0.27696384920635,0.03542705120644348
CMPK2,0.8396057142857156,0.05999558737110631
CMSS1,0.37107158730158574,0.019550281251888815
CMTM3,-0.3054191005291007,0.046151917380543736
CMTM4,0.2591019576719562,0.05937887594998413
CMTM5,0.11023246031746026,0.0426838562451335
CMTM6,0.08609571428571527,0.6129029602230972
CMTM7,-0.3772419444444446,0.0037218295223107436
CMTM8,-1.4497721428571424,4.7080315143924374e-05
CMTR1,0.18463023809523982,0.22099184491769955
CMTR2,0.9045352380952387,0.004241968545357264
CMYA5,-0.5957686904761896,0.1300826711557032
CNBD1,0.12457928571428534,0.2538755058174247
